Company,Address Line 1,City,State,ZipCode,Employee Size (5) - Location,Sales Volume (9) - Location,Latitude,Longitude,Sector Code
MID FLORIDA SCHOOLS FCU,2146 US HIGHWAY 92 W,AUBURNDALE,FL,33823,14,3822,28.057513,-81.814845,20
MIDFLORIDA CREDIT UNION,930 US HIGHWAY 27 S,AVON PARK,FL,33825,10,2730,27.584941,-81.51492,20
MIDFLORIDA FEDERAL CU,1530 SHUMATE DR,BARTOW,FL,33830,6,1638,27.880805,-81.842764,20
MID FL FEDERAL CREDIT UNION,105 E VAN FLEET DR,BARTOW,FL,33830,10,2730,27.903592,-81.842967,20
MIDFLORDA FEDERAL CRDT UNION,105 E VAN FLEET DR,BARTOW,FL,33830,6,1638,27.903592,-81.842967,20
COMMUNITY FIRST CREDIT UNION,1790 N BROADWAY AVE,BARTOW,FL,33830,6,1638,27.91259,-81.84333,20
MAGNIFY CREDIT UNION,1790 N BROADWAY AVE,BARTOW,FL,33830,5,3585,27.91259,-81.84333,20
MR MRS JP JAMES JR,2101 DYNAMITE RD,BARTOW,FL,33830,3,763,27.91719,-81.86167,10
MIDFLORIDA SCHOOLS FCU,1006 OLD POLK CITY RD,HAINES CITY,FL,33844,5,1365,28.101914,-81.615604,20
MIDFLORIDA FEDERAL CREDIT,1006 POLK CITY RD,HAINES CITY,FL,33844,5,1365,28.121415,-81.641272,20
MIDFLORIDA FEDERAL CU,1006 POLK CITY RD,HAINES CITY,FL,33844,5,1365,28.121415,-81.641272,20
CALADIUM ARTS CRAFTS CO-OP,132 E INTERLAKE BLVD,LAKE PLACID,FL,33852,1,100,27.29691,-81.365616,12
GLADES ELECTRIC CO-OP,411 STATE ROAD 70 E,LAKE PLACID,FL,33852,7,7133,27.204956,-81.320163,40
GLADES ELECTRIC CO-OP,214 STATE ROAD 70 W,LAKE PLACID,FL,33852,25,25475,27.209697,-81.334411,40
MID FLORIDA FED CREDIT UNION,6 N MAIN AVE,LAKE PLACID,FL,33852,7,1911,27.29758,-81.366253,20
FARM CREDIT SVC,36 W POLK AVE,LAKE WALES,FL,33853,2,1530,27.89665,-81.59133,21
MIDFLORIDA FEDERAL CU,237 STATE ROAD 60 W,LAKE WALES,FL,33853,5,1365,27.896465,-81.59485,20
MID FLORIDA FEDERAL CREDIT,237 STATE ROAD 60 W,LAKE WALES,FL,33853,6,1638,27.896465,-81.59485,20
GTE FEDERAL CREDIT UNION,904 E CANAL ST,MULBERRY,FL,33860,7,1855,27.89507,-81.96611,20
MAGNIFY CREDIT UNION,1010 N CHURCH AVE,MULBERRY,FL,33860,25,6825,27.90375,-81.97421,20
COMMUNITY FIRST CREDIT UNION,PO BOX 427,MULBERRY,FL,33860,6,1638,27.899234,-81.997496,20
MIDFLORIDA FEDERAL CU,6105 US HIGHWAY 27 N,SEBRING,FL,33870,11,3003,27.536487,-81.503661,20
MID FLORIDA UAW RETIREE,4216 SEBRING PKWY,SEBRING,FL,33870,5,1365,27.514913,-81.492983,20
MID FLORIDA CREDIT UNION,6105 US HIGHWAY 27 N,SEBRING,FL,33870,5,1365,27.536487,-81.503661,20
MIDFLORIDA FEDERAL CU,3863 US HIGHWAY 27 S,SEBRING,FL,33870,10,2730,27.464028,-81.434694,20
MID FLORIDA CREDIT UNION,5805 US HIGHWAY 27 N,SEBRING,FL,33870,5,1365,27.534068,-81.502777,20
FARM CREDIT OF SOUTHWEST,1311 US HIGHWAY 17 N,WAUCHULA,FL,33873,13,9945,27.564464,-81.815385,21
MIDFLORIDA FEDERAL CU,1490 US HIGHWAY 17 N,WAUCHULA,FL,33873,7,1911,27.568449,-81.815098,20
MIDFLORIDA CREDIT UNION,514 BOYD COWART RD,WAUCHULA,FL,33873,5,1365,27.557704,-81.762832,20
PEACE RIVER ELECTRIC CO-OP,210 METHENY RD,WAUCHULA,FL,33873,110,24900,27.567504,-81.820801,40
HESCO COOPERATIVE,5916 WAVERLY RD,WAVERLY,FL,33877,23,121000,27.978613,-81.613846,12
WAVERLY GROWERS CO-OP,7000 WAVERLY RD,WAVERLY,FL,33877,14,1372,27.978613,-81.613846,10
WAVERLY GROWERS CO-OP,STATE RD 540,WAVERLY,FL,33877,10,7324,27.978613,-81.613846,10
MID FLORIDA SCHOOLS FCU,3025 STATE ROAD 540 W,WINTER HAVEN,FL,33880,11,3003,28.005047,-81.780648,20
MIDFLORIDA FEDERAL CU,3025 STATE ROAD 540 W,WINTER HAVEN,FL,33880,5,1365,28.005047,-81.780648,20
WAVERLY GROWERS CO-OP,,WINTER HAVEN,FL,33880,4,2929,28.002609,-81.749364,10
MID FL FEDERAL CREDIT UNION,2075 8TH ST NW,WINTER HAVEN,FL,33881,16,4368,28.045382,-81.7354,20
MIDFLORIDA FEDERAL CU,2075 8TH ST NW,WINTER HAVEN,FL,33881,6,1638,28.045382,-81.7354,20
MAGNIFY CREDIT UNION,3501 CYPRESS GARDENS RD,WINTER HAVEN,FL,33884,3,819,27.99692,-81.67602,20
MID FL FEDERAL CREDIT UNION,5540 CYPRESS GARDENS BLVD,WINTER HAVEN,FL,33884,14,3822,27.9975,-81.68869,20
MIDFLORIDA CREDIT UNION,300 AMBERSWEET WAY,DAVENPORT,FL,33897,5,1365,28.31236,-81.66887,20
PEACE RIVER ELECTRIC CO-OP,17363 COUNTY ROAD 630,LAKE WALES,FL,33898,7,7133,27.788988,-81.327141,40
TAMPA POSTAL FED CREDIT UNOIN,2085 BAY ST,FORT MYERS,FL,33901,2,546,26.643911,-81.872386,20
LEE COUNTY ELECTRIC CO-OP,19752 N TAMIAMI TRL,NORTH FORT MYERS,FL,33903,7,7133,26.6816,-81.9062,40
SUNCOAST CREDIT UNION,4491 UNDERWOOD DR,FORT MYERS,FL,33905,5,1365,26.678647,-81.805857,20
LIBERTY MUTUAL HOLDING,9390 DYNASTY DR # 105,FORT MYERS,FL,33905,10,1860,26.61417,-81.80114,23
CREDIT UNDERWRITERS,15642 LIGHT BLUE CIR,FORT MYERS,FL,33908,1,97,26.51496,-81.88029,20
SUNCOAST CREDIT UNION,6810 SHOPPES AT PLANTATION # 1,FORT MYERS,FL,33912,6,1638,26.545267,-81.844396,20
NORTHWEST MUTUAL THE GLENN,10070 DANIELS INTERSTATE # 230,FORT MYERS,FL,33913,3,558,26.545977,-81.791976,22
NORTHWESTERN MUTUAL FINANCIAL,10070 DANIELS INTERSTATE CT,FORT MYERS,FL,33913,32,5952,26.545977,-81.791976,23
SUNCOAST CREDIT UNION,10580 COLONIAL BLVD # 108,FORT MYERS,FL,33913,6,1638,26.611155,-81.783434,20
SUNCOAST CREDIT UNION,1730 CAPE CORAL PKWY W,CAPE CORAL,FL,33914,5,1365,26.562239,-82.010556,20
ACHIEVA CREDIT UNION,1616 CAPE CORAL PKWY W,CAPE CORAL,FL,33914,5,1365,26.56142,-82.00774,20
COMMUNITY COOPERATIVE MNSTRS,3429 DR MARTIN LUTHER KING BL,FORT MYERS,FL,33916,30,,26.64157,-81.843342,33
LEE COUNTY ELECTRIC CO-OP,4941 BAYLINE DR,FORT MYERS,FL,33917,7,7133,26.68245,-81.87684,40
NORTHWESTERN MUTUAL LIFE INS,8191 COLLEGE PKWY # 206,FORT MYERS,FL,33919,3,558,26.556018,-81.890806,22
NORTHWESTERN MUTUAL FINANCIAL,,FORT MYERS,FL,33919,1,,26.555198,-81.90031,23
NORTHWESTERN MUTUAL FINANCIAL,,FORT MYERS,FL,33919,3,558,26.555198,-81.90031,23
NORTHWESTERN MUTUAL FNCL NTWRK,23160 FASHION DR # 217,ESTERO,FL,33928,1,,26.40152,-81.80738,23
NORTHWESTERN MUTUAL FNCL NTWRK,23160 FASHION DR # 217,ESTERO,FL,33928,20,14340,26.40152,-81.80738,23
SUNCOAST CREDIT UNION,85 S LEE ST,LABELLE,FL,33935,5,1365,26.759263,-81.440717,20
FLORIDA SOD GROWERS CO-OP,4002 TEAK CT,LABELLE,FL,33935,2,,26.755625,-81.39633,10
FLORIDA CENTRAL CREDIT UNION,1600 TAMIAMI TRL,PORT CHARLOTTE,FL,33948,5,1365,27.010262,-82.138694,20
NORTHWESTERN MUTUAL FINANCIAL,113 W OLYMPIA AVE,PUNTA GORDA,FL,33950,3,558,26.934267,-82.049178,23
SUNCOAST CREDIT UNION,2310 TAMIAMI TRL # 2129,PUNTA GORDA,FL,33950,5,1365,26.91855,-82.04658,20
COOPERATIVE ADVERTISING,1133 BAL HARBOR BLVD # 1139,PUNTA GORDA,FL,33950,5,940,26.90893,-82.07209,12
TOWER GALLERY AN ARTIST CO-OP,751 TARPON BAY RD,SANIBEL,FL,33957,22,5082,26.43876,-82.07969,12
SUNCOAST CREDIT UNION,23141 HARBORVIEW RD,PORT CHARLOTTE,FL,33980,5,1365,26.964471,-82.068931,20
IDCO COOPERATIVE,428 DEL PRADO BLVD S,CAPE CORAL,FL,33990,3,564,26.6312,-81.948,33
ACHIEVA CREDIT UNION,1631 DEL PRADO BLVD S,CAPE CORAL,FL,33990,5,1365,26.61902,-81.93983,20
COMMUNITY CO-OP MINISTRIES,1105 CULTURAL PARK BLVD,CAPE CORAL,FL,33990,6,,26.631679,-81.959636,33
SUNCOAST CREDIT UNION,2728 HORSESHOE DR N,NAPLES,FL,34104,20,5460,26.163401,-81.772968,20
NORTHWESTERN MUTUAL FINANCIAL,2325 VANDERBILT BEACH RD # 201,NAPLES,FL,34109,20,3720,26.244345,-81.771286,23
NORTHWESTERN MUTUAL LIFE INS,2325 VANDERBILT BEACH RD # 201,NAPLES,FL,34109,4,744,26.244345,-81.771286,22
SUNCOAST CREDIT UNION,1035 CROSSPOINTE DR,NAPLES,FL,34110,5,1365,26.2737,-81.79727,20
SUNCOAST CREDIT UNION,8797 TAMIAMI TRL E,NAPLES,FL,34113,5,1365,26.098061,-81.73938,20
SUNCOAST CREDIT UNION,7465 VANDERBILT BEACH RD,NAPLES,FL,34119,5,1365,26.244596,-81.691066,20
NORTHWESTERN MUTUAL FINANCIAL,,NAPLES,FL,34120,2,372,26.273741,-81.594255,23
NORTHWESTERN MUTUAL FINANCIAL,,NAPLES,FL,34120,3,558,26.273741,-81.594255,23
MASS MUTUAL FINANCIAL GROUP,9220 100 BONITA BEACH RD SE BO,BONITA SPRINGS,FL,34135,4,744,26.351595,-81.77716,23
SUNCOAST CREDIT UNION,25183 CHAMBER OF COMMERCE DR,BONITA SPRINGS,FL,34135,5,1365,26.37267,-81.806701,20
RANCH ONE CO-OP,3595 RANCH ONE RD,IMMOKALEE,FL,34142,21,735,26.413025,-81.421039,10
SUNCOAST CREDIT UNION,1243 N 15TH ST,IMMOKALEE,FL,34142,6,1638,26.434677,-81.43395,20
LEE COUNTY ELECTRIC CO-OP,1000 RAULERSON RD,IMMOKALEE,FL,34142,15,15285,26.413025,-81.421039,40
PEACE RIVER ELECTRIC CO-OP,14505 ARBOR GREEN TRL,LAKEWOOD RANCH,FL,34202,7,7133,27.430455,-82.394745,40
ACHIEVA,4254 53RD AVE E,BRADENTON,FL,34203,5,1365,27.446023,-82.508441,20
FLORIDACENTRAL CREDIT UNION,701 9TH AVE W,BRADENTON,FL,34205,9,2457,27.49157,-82.569084,20
GROW FINANCIAL FEDERAL CU,4018 14TH ST W,BRADENTON,FL,34205,6,1638,27.464207,-82.575929,20
SUNCOAST CREDIT UNION,2615 57TH AVE W,BRADENTON,FL,34207,5,1365,27.440702,-82.588626,20
MANATEE COMMUNITY FCU,604 13TH AVE E,BRADENTON,FL,34208,6,1638,27.487804,-82.557943,20
TROPICANA EMPLOYEE FCU,604 13TH AVE E,BRADENTON,FL,34208,13,3549,27.487804,-82.557943,20
SUNCOAST CREDIT UNION,6367 MANATEE AVE W,BRADENTON,FL,34209,6,1638,27.4948,-82.62725,20
PUBLIX EMPLOYEES FCU,3430 CLARK RD,SARASOTA,FL,34231,5,1365,27.269225,-82.500546,20
WEST COAST FEDERAL EMPLYS CU,3487 CLARK RD,SARASOTA,FL,34231,12,3276,27.269683,-82.499847,20
NORTHWESTERN MUTUAL FINANCIAL,2601 CATTLEMEN RD # 201,SARASOTA,FL,34232,28,5208,27.30963,-82.44997,23
SARASOTA COASTAL CREDIT UNION,5881 FRUITVILLE RD,SARASOTA,FL,34232,5,1365,27.339036,-82.452972,20
FLORIDA CENTRAL CREDIT UNION,3451 CATTLEMEN RD,SARASOTA,FL,34232,5,1365,27.303353,-82.451064,20
ACHIEVA CREDIT UNION,,SARASOTA,FL,34233,5,1365,27.28298,-82.46918,20
SARASOTA MUNICIPAL EMPLOYEE CU,1558 1ST ST,SARASOTA,FL,34236,7,1911,27.337051,-82.539494,20
EMERY FEDERAL CREDIT UNION,2716 FRUITVILLE RD,SARASOTA,FL,34237,7,1855,27.33721,-82.51559,20
SARASOTA COASTAL CREDIT UNION,8266 S TAMIAMI TRL,SARASOTA,FL,34238,6,1638,27.232175,-82.496731,20
NORTHWESTERN MUTUAL FINANCIAL,5919 APPROACH RD,SARASOTA,FL,34238,2,372,27.266654,-82.455986,23
NORTHWESTERN MUTUAL FINANCIAL,5919 APPROACH RD,SARASOTA,FL,34238,3,558,27.266654,-82.455986,23
MENNONNITE FINANCIAL CU,3407 BAHIA VISTA ST,SARASOTA,FL,34239,8,2184,27.323106,-82.501371,20
ACHIEVA CREDIT UNION,3000 BEE RIDGE RD,SARASOTA,FL,34239,6,1638,27.298345,-82.509485,20
SARASOTA COASTAL CREDIT UNION,3000 BEE RIDGE RD,SARASOTA,FL,34239,10,2730,27.298345,-82.509485,20
SARASOTA COASTAL CREDIT UNION,6206 N LOCKWOOD RIDGE RD,SARASOTA,FL,34243,77,21021,27.387282,-82.505552,20
ACHIEVA CREDIT UNION,6206 N LOCKWOOD RIDGE RD,SARASOTA,FL,34243,6,1638,27.387282,-82.505552,20
SUNCOAST CREDIT UNION,1711 E OAK ST,ARCADIA,FL,34266,5,1365,27.209129,-81.839665,20
MID FLORIDA CREDIT UNION,128 S BREVARD AVE,ARCADIA,FL,34266,7,1911,27.213494,-81.859958,20
MID FL FEDERAL CREDIT UNION,128 S BREVARD AVE,ARCADIA,FL,34266,7,1911,27.213494,-81.859958,20
FARM CREDIT-SOUTHWEST FLORIDA,340 N BREVARD AVE,ARCADIA,FL,34266,40,30600,27.221385,-81.856386,21
SUNCOAST FEDERAL CREDIT UNION,4451 AIDAN LN,NORTH PORT,FL,34287,5,1365,27.034298,-82.212976,20
SARASOTA COASTAL CREDIT UNION,2467 SYCAMORE ST,NORTH PORT,FL,34289,6,1638,27.077301,-82.154856,20
ACHIEVA CREDIT UNION,1485 E VENICE AVE,VENICE,FL,34292,6,1638,27.09919,-82.41347,20
GTE FEDERAL CREDIT UNION,5700 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,5,1365,28.94402,-82.62375,20
SUMTER ELECTRIC CO-OP,13800 SW 104TH ST,DUNNELLON,FL,34432,7,7133,29.071442,-82.348985,40
SUMTER ELECTRIC CO-OP,3585 S US HIGHWAY 41,DUNNELLON,FL,34432,7,7133,29.15337,-82.440792,40
VILLAGE SERVICES CO-OP,2541 N RESTON TER,HERNANDO,FL,34442,2,376,28.900586,-82.440468,12
CENTRAL FL ELEC COOPERATION,165 HIGHWAY 40 W,INGLIS,FL,34449,1,1019,29.034034,-82.676906,40
SUMTER ELECTRIC CO-OP,610 S US HIGHWAY 41,INVERNESS,FL,34450,19,19361,28.826298,-82.320325,40
SUNCOAST CREDIT UNION,2367 E GULF TO LAKE HWY,INVERNESS,FL,34453,5,1365,28.855684,-82.394861,20
FLORIDA CREDIT UNION,3504 E SILVER SPRINGS BLVD,OCALA,FL,34470,12,3276,29.195969,-82.088548,20
CAMPUS USA CREDIT UNION,2444 E SILVER SPRINGS BLVD,OCALA,FL,34470,6,1638,29.186053,-82.103616,20
FLORIDA CREDIT UNION,2424 SW 17TH RD,OCALA,FL,34471,12,3276,29.17066,-82.16647,20
OCALA COMMUNITY CREDIT UNION,2675 SE 36TH AVE,OCALA,FL,34471,8,2184,29.16237,-82.08633,20
MRMC EMPLOYEES FEDERAL CU,121 SW 8TH ST,OCALA,FL,34471,6,1638,29.180763,-82.138453,20
CAMPUS USA CREDIT UNION,3097 SW COLLEGE RD,OCALA,FL,34474,3,2151,29.161002,-82.174834,20
SUMTER ELECTRIC CO-OP,4872 SW 60TH AVE,OCALA,FL,34474,40,40760,29.138676,-82.21996,40
INSIGHT CREDIT UNION,6056 SW 73RD STREET RD,OCALA,FL,34476,5,1365,29.11068,-82.21901,20
SEMINOLE ELECTRIC CO-OP,4155 NE 35TH ST,OCALA,FL,34479,1,1019,29.22663,-82.07952,40
FLORIDA CREDIT UNION,8585 SW HIGHWAY 200 # 14,OCALA,FL,34481,6,1638,29.07553,-82.26244,20
CAMPUS USA CREDIT UNION,11115 SW 93RD COURT RD # 700,OCALA,FL,34481,6,1638,29.061356,-82.274398,20
FLORIDA CREDIT UNION,9680 SW 114TH ST,OCALA,FL,34481,6,1638,29.056153,-82.28005,20
FARM CREDIT SVC,5075 NW BLITCHTON RD,OCALA,FL,34482,6,1590,29.216714,-82.204191,21
FARM CREDIT OF NORTH FLORIDA,5075 NW BLITCHTON RD,OCALA,FL,34482,2,1530,29.216714,-82.204191,21
CAMPUS USA CREDIT UNION,17950 S US HIGHWAY 441,SUMMERFIELD,FL,34491,6,1638,28.960566,-81.966642,20
SUNCOAST CREDIT UNION,18915 CORTEZ BLVD,BROOKSVILLE,FL,34601,5,1365,28.546136,-82.419347,20
GTE FEDERAL CREDIT UNION,,BROOKSVILLE,FL,34601,5,1365,28.556498,-82.378966,20
FARM CREDIT,31081 CORTEZ BLVD,BROOKSVILLE,FL,34602,2,1430,28.52375,-82.2314,21
B E CREDIT SOLUTIONS,8076 FOREST OAKS BLVD,SPRING HILL,FL,34606,5,1365,28.468,-82.5967,20
SUNCOAST CREDIT UNION,4176 MARINER BLVD,SPRING HILL,FL,34609,5,1365,28.49227,-82.53976,20
ACHIEVA CREDIT UNION,5920 STATE ROAD 54,NEW PORT RICHEY,FL,34652,8,2184,28.216491,-82.715856,20
GROW FINANCIAL FCU,6121 STATE ROAD 54,NEW PORT RICHEY,FL,34653,11,3003,28.217436,-82.712861,20
PINELLAS FCU,4435 ROWAN RD,NEW PORT RICHEY,FL,34653,5,1365,28.223,-82.69201,20
FLORIDA CENTRAL CREDIT UNION,3142 LITTLE RD,TRINITY,FL,34655,5,1365,28.204664,-82.665913,20
FLORIDA WEST COAST CRDT UNION,7200 RIDGE RD # 1,PORT RICHEY,FL,34668,5,1365,28.28013,-82.69563,20
FLORIDA WEST COAST CU,7200 RIDGE RD # 1,PORT RICHEY,FL,34668,5,1365,28.28013,-82.69563,20
SUNCOAST CREDIT UNION,7225 RIDGE RD,PORT RICHEY,FL,34668,14,3822,28.281045,-82.694083,20
PINELLAS FEDERAL CREDIT UNION,2413 TAMPA RD,PALM HARBOR,FL,34683,5,1365,28.080916,-82.75477,20
ACHIEVA CREDIT UNION,3446 E LAKE RD,PALM HARBOR,FL,34685,6,1638,28.093151,-82.69675,20
SUNCOAST SCHOOLS FEDERAL CU,3422 US HIGHWAY 19,HOLIDAY,FL,34691,5,1365,28.208451,-82.739424,20
SUNCOAST CREDIT UNION,3422 US HIGHWAY 19,HOLIDAY,FL,34691,5,1365,28.208451,-82.739424,20
NATIONWIDE MUTUAL INSURANCE,PO BOX 1617,DUNEDIN,FL,34697,3,558,28.023535,-82.763573,22
BAY PINES FEDERAL CREDIT UNION,601 MAIN ST,DUNEDIN,FL,34698,1,273,28.01359,-82.78261,20
WCFCU,601 MAIN ST,DUNEDIN,FL,34698,5,1365,28.01359,-82.78261,20
ACHIEVA CREDIT UNION,1150 VIRGINIA ST,DUNEDIN,FL,34698,5,1365,28.018117,-82.759555,20
LAKE COUNTY SCHOOLS CU,300 E HIGHLAND AVE,CLERMONT,FL,34711,5,1365,28.55169,-81.75274,20
INSIGHT CREDIT UNION,2580 E HIGHWAY 50,CLERMONT,FL,34711,5,1365,28.547234,-81.708471,20
MC COY FEDERAL CREDIT UNION,1051 E HIGHWAY 50,CLERMONT,FL,34711,5,1365,28.546577,-81.737865,20
INSIGHT FINANCIAL CREDIT UNION,530 US HIGHWAY 27 # 441,CLERMONT,FL,34714,5,1365,28.383936,-81.708343,20
MCCOY FEDERAL CREDIT UNION,1221 W OSCEOLA PKWY,KISSIMMEE,FL,34741,5,1365,28.34359,-81.41667,20
FAIRWINDS CREDIT UNION,1319 E OSCEOLA PKWY # D,KISSIMMEE,FL,34744,10,2730,28.340703,-81.389134,20
CFE FEDERAL CREDIT UNION,708 E VINE ST,KISSIMMEE,FL,34744,5,1365,28.30415,-81.3978,20
MCCOY FEDERAL CREDIT UNION,1575 E SILVER STAR RD,OCOEE,FL,34761,6,1638,28.57325,-81.518558,20
SEMINOLE ELECTRIC CO-OP,5200 HOLOPAW RD,ST CLOUD,FL,34773,4,752,28.129883,-81.076356,40
FAIRWINDS CREDIT UNION,13580 W COLONIAL DR,WINTER GARDEN,FL,34787,5,1365,28.55046,-81.585246,20
ROPER GROWERS CO-OP,146 W PLANT ST # 250,WINTER GARDEN,FL,34787,9,882,28.56503,-81.58728,10
CENTRAL FLORIDA POSTAL CU,15155 W COLONIAL DR,WINTER GARDEN,FL,34787,1,273,28.551947,-81.609541,20
CFE FEDERAL CREDIT UNION,8040 US HIGHWAY 441,LEESBURG,FL,34788,5,1365,28.828813,-81.823902,20
MIDFLORIDA CREDIT UNION,8351 S US HIGHWAY 1,PORT ST LUCIE,FL,34952,5,1365,27.316239,-80.315531,20
GOLD COAST FEDERAL CU,10000 S US HIGHWAY 1,PORT ST LUCIE,FL,34952,6,1638,27.281638,-80.293588,20
MID FL CREDIT UNION,8351 S US HIGHWAY 1,PORT ST LUCIE,FL,34952,5,1365,27.316239,-80.315531,20
INDIANWOOD CO-OP,,INDIANTOWN,FL,34956,5,940,27.050058,-80.472909,33
GLADES ELECTRIC CO-OP,111 SW PARK ST,OKEECHOBEE,FL,34972,2,2038,27.243047,-80.830583,40
FARM CREDIT SVC-SOUTH FLORIDA,403 NW 6TH ST,OKEECHOBEE,FL,34972,6,4590,27.2487,-80.83414,21
UNITED FEED CO-OP,708 NW 2ND AVE,OKEECHOBEE,FL,34972,9,4191,27.250556,-80.831463,10
MIDFLORIDA FEDERAL CU,3261 US HIGHWAY 441 S,OKEECHOBEE,FL,34974,5,1365,27.214045,-80.830414,20
MIDFLORIDA CREDIT UNION,3261 US HIGHWAY 441 S,OKEECHOBEE,FL,34974,6,1638,27.214045,-80.830414,20
PBC CREDIT UNION,2620 S US HIGHWAY 1,FORT PIERCE,FL,34982,6,1638,27.420692,-80.325349,20
APEX MUTUAL MORTGAGE CORP,5470 NW CARLA CT,PORT ST LUCIE,FL,34986,3,795,27.36547,-80.395639,23
SMALL PUBLISHERS CO-OP,1521 SE PALM CT,STUART,FL,34994,2,280,27.17094,-80.23244,12
CONNECT CREDIT UNTION,1993 S KANNER HWY,STUART,FL,34994,5,1365,27.18079,-80.25255,20
HERITAGE SOUTH CREDIT UNION,2825 MOODY PKWY,MOODY,AL,35004,5,1365,33.5902,-86.49718,20
ECO CREDIT UNION,507 1ST ST N,ALABASTER,AL,35007,4,1092,33.248092,-86.815451,20
MUTUAL SAVINGS CREDIT UNION,1030 LEE ST,ALEXANDER CITY,AL,35010,9,2457,32.93746,-85.96744,20
MARSHALL FARMERS CO-OP,460 S BRINDLEE MOUNTAIN PKWY,ARAB,AL,35016,10,20683,34.309862,-86.503032,10
REDSTONE FEDERAL CREDIT UNION,1069 N MAIN ST,ARAB,AL,35016,6,1638,34.33521,-86.50122,20
ARAB ELECTRIC CO-OP,331 S BRINDLEE MOUNTAIN PKWY,ARAB,AL,35016,28,1200,34.312408,-86.502729,40
US PIPE FEDERAL CREDIT UNION,2115 19TH ST N,BESSEMER,AL,35020,3,819,33.41602,-86.97676,20
MARVEL CITY FEDERAL CU,316 17TH ST N,BESSEMER,AL,35020,3,819,33.40053,-86.95608,20
CANAAN BAPTIST FEDERAL CU,824 15TH ST N,BESSEMER,AL,35020,2,546,33.40186,-86.9642,20
AMERICAS FIRST FEDERAL CU,2131 19TH ST N,BESSEMER,AL,35020,11,3003,33.41642,-86.97726,20
EVANGELICAL CHRISTIAN CU,816 LABARGE DR,BESSEMER,AL,35022,6,1638,33.35277,-86.98299,20
AMERICAN PHARMACY CO-OP,5601 SHIRLEY PARK DR,BESSEMER,AL,35022,20,5513,33.3761,-87.01052,30
ECO CREDIT UNION,4933 PROMENADE PKWY # 113,BESSEMER,AL,35022,3,819,33.333068,-86.991573,20
ALABAMA TELCO CREDIT UNION SVC,148 RIVER SQUARE PLZ,HUEYTOWN,AL,35023,7,1911,33.451706,-86.984643,20
JEFFERSON COUNTY EMPLOYEES CU,3014 ALLISON BONNETT MEMORIAL,BESSEMER,AL,35023,5,1365,33.45249,-86.97798,20
AMERICAS FIRST FEDERAL CU,3052 ALISN BON MEM DR,BESSEMER,AL,35023,13,3549,33.450367,-86.981621,20
ALABAMA TELCO CREDIT UNION,148 RIVER SQUARE PLZ,HUEYTOWN,AL,35023,6,2730,33.451706,-86.984643,20
MUTUAL SAVINGS CREDIT UION,5100 HIGHWAY 31,CALERA,AL,35040,3,819,33.146329,-86.751902,20
MUTUAL SAVINGS CREDIT UNION,136D CALERA MARKETPLACE CIR,CALERA,AL,35040,6,1638,33.111056,-86.7507,20
ALABAMA TELCO CREDIT UNION,15660 HIGHWAY 280,CHELSEA,AL,35043,5,1365,33.351148,-86.612703,20
APCO EMPLOYEES CREDIT UNION,370 CHELSEA XRDS,CHELSEA,AL,35043,5,1365,33.324788,-86.652347,20
COOSA PINES FEDERAL,9571 OLD HIGHWAY 280,CHELSEA,AL,35043,5,1365,33.350054,-86.623426,20
COOSA PINES FEDERAL CU,17591 PLANT RD,CHILDERSBURG,AL,35044,5,1365,33.347347,-86.343431,20
MUTUAL SAVINGS CREDIT UNION,,CLANTON,AL,35045,5,1365,32.836715,-86.646349,20
APCO EMPLOYEES CREDIT UNION,1872 7TH ST S,CLANTON,AL,35045,3,819,32.807273,-86.596462,20
APCO EMPL CU,1872 7TH ST S,CLANTON,AL,35045,5,1365,32.807273,-86.596462,20
CENTRAL ALABAMA ELECTRIC CO-OP,1601 7TH ST N # A,CLANTON,AL,35045,7,7133,32.85155,-86.63497,40
MUTUAL SAVINGS CREDIT UNION,1501 7TH ST S,CLANTON,AL,35045,8,2184,32.81606,-86.60551,20
MID-STATE FARMERS CO-OP,502 HIGHWAY 70,COLUMBIANA,AL,35051,6,12410,33.179555,-86.626477,10
CULLMAN ELECTRIC CO-OP,3600 US HIGHWAY 278 E,CULLMAN,AL,35055,15,15285,34.1557,-86.811635,40
ALABAMA COAL CO-OP,300 2ND AVE SW,CULLMAN,AL,35055,5,10646,34.17478,-86.84298,10
ALABAMA FARM CREDIT,1740 EVA RD NE,CULLMAN,AL,35055,3,,34.196545,-86.83102,21
FAMILY SECURITY CREDIT UNION,811 2ND AVE NW,CULLMAN,AL,35055,7,1911,34.18457,-86.849584,20
FIRST SOUTH FARM CREDIT,1824 EVA RD NE,CULLMAN,AL,35055,8,2120,34.20115,-86.82786,21
CULLMAN FARMERS CO-OP,9830 US HIGHWAY 278 E,CULLMAN,AL,35055,4,8273,34.174629,-86.646835,10
ALABAMA CREDIT UNION,1901 MAIN AVE SW,CULLMAN,AL,35055,5,1365,34.151242,-86.848714,20
CULLMAN ELECTRIC CO-OP,1749 EVA RD NE,CULLMAN,AL,35055,83,38400,34.19974,-86.83203,40
ALABAMA FARM CREDIT,1949 ST JOSEPH DR NW,CULLMAN,AL,35055,11,8415,34.20554,-86.87311,21
LISTERHILL CREDIT UNION,1850 CHEROKEE AVE SW # I,CULLMAN,AL,35055,3,819,34.15227,-86.84137,20
